"","X","MC.._past","Symbol_past","Price_past","BTC_past","X1h_past","X24h_past","X7d_past","X14d_past","X30d_past","X45d_past","X90d_past","X200d_past","Mkt..Cap_past","MCAP.BTC_past","X24h.Vol_past","X24h.Vol.BTC_past","Circ..Supply_past","Total.Supply_past","Max..Supply_past","Team_past","Advisors_past","Brand.Buzz_past","Product_past","Coin_past","Social_past","Communication_past","Business_past","GitHub_past","Age..mo._past","Winning.months_past","Start.price_past","CMGR....3mo_past","Cum..ROI_past","Avg..volume_past","ATH_past","X..fm..ATH_past","ATH..BTC._past","X..fm..ATH..BTC._past","Name","Mkt.BTC_c","growth8mth","BTCprice_change","BTCmcap_change","success"
"359",359,1490,"CTRT",2.98e-06,3.76219874004217e-10,1.24,-4.21,14.2,"23.12","-22.67","-9.00","-74.38","-74.38",16650,16650,18160,18160,5.593e+09,"8,966,516,684",NA,52.75,NA,NA,0,90,41,0,70,60,"5","5",1.774e-05,"- 37.64","- 84.52",7553,5.239e-05,-94.32,1e-08,-100,"Cryptrust",2.10203385978866,-2.45313911237613e-10,-65.2049315275841,-57.9955690533827,0
"360",360,1446,"CCT",0.0055,6.94365539269527e-07,-0.13,-5.17,-5.17,"-49.48","-58.96","-58.03","-75.13","-85.1",29570,29570,127,127,5424000,"6,924,060",1e+07,38,63,25,30,68,39,5,100,0,"16","16",2.6,"- 19.05","- 99.60",28,2.74,-99.8,2e-04,-99.68,"Crystal Clear",3.73316163567271,-4.67283767123378e-07,-67.2965089274102,-65.900386230683,0
"361",361,1528,"CYL",0.0129,1.62860281028671e-06,-27.67,-34.57,-15.22,"-88.73","-89.99","-90.78","-90.68","-90.68",7300,7300,50220,50220,564377,"27,834,890",NA,46.65,NA,NA,50,80,49,25,100,0,"3","3",0.1698,"- 6.93","- 27.26",43911,0.9303,-98.61,1e-04,-98.89,"Crystal Token",0.921612443030464,6.68930413780218e-07,41.0738830582306,40.445814400779,1
"362",362,267,"AUTO",0.0018,2.27246903760936e-07,-1.24,2.98,-6.64,"-30.53","-32.81","24.80","-18.92","-69.63",12230000,12230000,190930,190930,6.775e+09,"7,200,000,000",NA,64.05,48,75,30,68,83,10,100,60,"11","11",0.0214,"- 0.44","- 89.63",366936,0.0201,-91.01,2.35e-06,-90.2,"Cube",1544.01646277569,-1.60458147247363e-07,-70.609607696202,-73.3539926521248,0
"363",363,564,"CURE",0.1234,1.55790377356109e-05,1.09,7.69,-1.79,"95.86","118.71","90.96","106.42","-43.05",2980000,2980000,7240,7240,24145000,"24,145,018",NA,50.65,46,0,50,78,40,5,100,50,"56","56",0.7986,"- 6.75","- 93.79",1184,1.18,-89.56,5e-04,-96.73,"Curecoin",376.219874004217,-1.05431654944874e-05,-67.6753319005555,-67.4705165472013,0
"364",364,593,"CVN",0.2104,2.65626380840561e-05,-0.5,-6.29,-8.08,"37.15","27.39","37.75","-27.34","-70.07",2610000,2610000,650370,650370,12381000,"15,000,000",NA,54.35,8,0,30,68,70,95,100,20,"19","19",0.3503,"- 22.13","- 66.02",144974,3.33,-93.69,3e-04,-91.56,"CVCoin",329.508010453358,-2.07520162673752e-05,-78.1248315837701,-78.1793565994961,0
"365",365,210,"CWV",0.0053,6.6911588329609e-07,-4.08,13.29,56.28,"52.84","28.50","-24.51","-24.51","list(NULL)",17100000,17100000,839860,839860,3.223e+09,"10,000,000,000",NA,49.25,42,75,60,38,64,0,70,30,"3","3",0.0062,"- 34.56","- 55.58",352709,0.0111,-52.33,2.71e-06,-75.24,"CWV Chain",2158.84558572889,-5.62253872874372e-07,-84.0293717292569,-82.551388148061,0
"366",366,1494,"CMCT",8.1e-07,1.02261106692421e-10,-0.23,11.58,-54.98,"110.45","200.43","95.20","-95.64","-95.64",16200,16200,6410,6410,2e+10,"20,000,000,000",NA,51.75,28,25,0,59,58,50,100,80,"4","4",2.021e-05,"- 72.68","- 97.89",2141,3.141e-05,-97.42,0,-100,"Cyber Movie Chain",2.04522213384843,-2.7457699397219e-11,-26.8505791549914,-26.719955189197,0
"367",367,1596,"CRE",0.0029,3.66120011614842e-07,-0.18,23.31,45.21,"160.23","177.56","142.11","-55.71","-83.38",1,1,46030,46030,1,"1,000,000,000",NA,44.95,20,0,35,50,57,0,100,50,"9","9",0.0323,"- 43.76","- 96.57",575,0.0294,-90.26,4.15e-06,-91.34,"Cybereits",0.000126248279867187,-1.65753742074121e-07,-45.2730626067211,5.80541229367272,0
"368",368,1278,"CYFM",1.89e-06,2.38609248948983e-10,-0.13,1.24,62.85,"-40.03","-53.40","-63.80","-84.54","-84.54",96880,96880,7590,7590,5.12e+10,"102,000,000,000",NA,51.3,25,0,30,70,65,0,100,50,"6","6",4.997e-05,"- 43.06","- 95.44",10240,9.637e-05,-98.04,2e-08,-100,"CyberFM",12.2309333535331,-3.95787545385341e-11,-16.5872675568399,-16.5941439216788,0
"369",369,139,"CMT",0.0389,4.91105808683357e-06,-0.71,-3.44,22.34,"36.78","44.68","34.90","-56.68","-74.02",31100000,31100000,10990000,10990000,8e+08,"1,000,000,000",NA,74.2,64,75,90,83,53,95,100,80,"14","14",0.3689,"- 36.99","- 93.78",2636590,0.5839,-93.34,5.933e-05,-91.72,"CyberMiles",3926.32150386951,-3.00089965054537e-06,-61.1049512647939,-60.943854240149,0
"370",370,1411,"CYMT",2.64e-06,3.33295458849373e-10,-0.23,38.81,47.69,"40.83","-22.58","-32.39","-82.49","-82.49",37870,37870,14380,14380,1.4362e+10,"17,000,000,000",NA,43.5,18,25,15,75,43,0,70,60,"5","5",5.258e-05,"- 42.48","- 93.64",5728,8.746e-05,-96.99,1e-08,-100,"CyberMusic",4.78102235857036,6.96137252756312e-09,2088.64907778692,2188.4366807896,1
"371",371,238,"CVT",0.0136,1.71697660619374e-06,0.53,8.43,12.45,"157.26","150.55","92.78","-23.68","-78.82",14370000,14370000,244570,244570,1.06e+09,"2,147,483,648",NA,72.15,NA,NA,80,81,66,5,100,70,"10","10",0.055,"- 34.12","- 90.78",66015,0.0939,-85.57,1.281e-05,-86.65,"CyberVein",1814.18778169147,-7.95291766306427e-07,-46.319312880416,-46.471444163187,0
"372",372,1162,"CCL",3e-04,3.7874483960156e-08,-2.5,-1.94,-1.85,"-32.19","-60.02","-80.55","-93.78","-93.78",180810,180810,690,690,678451000,"4,000,000,000",NA,56.05,34,50,30,75,65,5,100,50,"5","5",0.0141,"- 60.18","- 98.11",1796,0.0185,-98.56,2.9e-06,-98.96,"CYCLEAN",22.826951482786,-2.77960606022578e-08,-73.3899388081414,-70.0449142452678,0
"373",373,1663,"DACC",1e-04,1.26248279867187e-08,8.54,-8.78,-9.54,"-9.00","26.01","-26.21","-78.64","-78.64",1,1,185520,185520,1,"30,000,000,000",NA,54.5,46,75,40,55,57,25,70,70,"6","6",0.0017,"- 42.58","- 93.45",210688,0.0017,-91.94,2.4e-07,-91.68,"DACC",0.000126248279867187,-1.06852824975645e-08,-84.6370541349588,5.80541229367272,0
"374",374,586,"DAX",0.0076,9.5948692699062e-07,-0.22,11.59,6.59,"50.97","12.84","41.93","-34.46","-88.51",2690000,2690000,2080000,2080000,354667000,"2,000,000,000",NA,59.4,56,75,30,61,74,5,100,50,"9","9",0.1746,"- 30.70","- 97.08",966819,0.1788,-95.76,2.094e-05,-95.41,"DAEX",339.607872842733,-5.98827641817323e-07,-62.4112351061952,-61.8423990429971,0
"375",375,1520,"DALC",0.0139,1.7548510901539e-06,-0.13,10.28,4.27,"1.11","-18.38","-4.16","-69.51","-92.43",8710,8710,657,657,625788,"1,000,000",1e+06,29.5,NA,NA,30,65,19,0,100,0,"17","17",0.1345,"- 33.32","- 89.21",9,2.85,-99.51,6e-04,-99.72,"Dalecoin",1.0996225176432,-7.53019742450295e-07,-42.910748762407,-26.8715749703893,0
"376",376,1059,"DAN",0.0059,7.44864851216402e-07,-0.16,2.03,-0.05,"-26.87","-38.46","-50.14","-77.72","-82.72",309040,309040,1252,1252,52244000,"69,320,719",NA,63,27,75,25,88,62,80,100,50,"10","10",0.0167,"- 38.00","- 59.25",2982,0.4386,-98.65,4.714e-05,-98.41,"Daneel",39.0157684101554,-4.10921068648535e-07,-55.1671981806472,-82.361199710814,0
"377",377,347,"GEN",0.1972,2.48961607898092e-05,-0.04,5.34,11.44,"134.00","196.94","278.43","84.98","13.25",8140000,8140000,47510,47510,41255000,"60,000,000",NA,61.3,57,75,50,85,52,25,100,50,"9","9",1.22,"- 2.87","- 91.59",14810,0.8999,-78.08,1e-04,-77.25,"DAOstack",1027.6609981189,-1.50648558310112e-05,-60.5107589005358,-60.4854479886037,0
"378",378,810,"DAR",0.0783,9.88524031360073e-06,0.27,-6.84,33.39,"374.23","234.60","24.13","265.98","28.17",1060000,1060000,5330,5330,13600000,"13,600,388",NA,52.95,22,0,50,83,61,5,100,30,"25","25",0.0193,"21.16","94.90",289,0.7319,-89.3,3e-04,-96.11,"Darcrus",133.823176659218,-7.85486211558809e-06,-79.4605074474607,-79.3729354240684,0
"379",379,396,"DEC",0.1222,1.54275397997702e-05,-14.44,19.25,92.01,"72.68","91.59","-28.33","20.95","20.95",6300000,6300000,5190,5190,51544000,"99,006,342",NA,55.75,45,0,30,78,70,5,100,40,"4","4",0.047,"- 0.68","38.57",14860,0.6244,-80.43,2e-04,-90.37,"Darico Ecosystem Coin",795.364163163277,-4.88827402192833e-06,-31.6853761868183,-20.7299133291848,0
"380",380,13,"DASH",151.59,0.0191379767450668,0.59,0.81,35.31,"108.29","81.21","65.44","-10.75","-40.02",1.34e+09,1.34e+09,579090000,579090000,8810000,"8,810,252",18900000,87.95,100,75,100,100,79,45,100,90,"60","60",0.2139,"- 25.77","31622.78",151097305,1541.99,-90.17,0.1083,-82.33,"Dash",169172.69502203,-0.0121385150624443,-63.4263236084935,-61.9432144646981,0
"381",381,274,"DTA",0.0013,1.64122763827343e-07,0.04,-3.6,18.19,"68.89","37.14","24.61","-48.28","-75.16",11550000,11550000,2190000,2190000,8.625e+09,"11,500,000,000",1.15e+10,70.3,28,100,55,78,74,95,100,50,"12","12",0.0201,"- 36.88","- 96.72",253289,0.0404,-96.68,3.63e-06,-95.32,"DATA",1458.16763246601,-1.24049509919199e-07,-75.5833663937678,-72.3348618937756,0
"382",382,736,"DTX",0.0188,2.37346766150311e-06,-0.22,-12.62,-11.24,"88.18","64.22","77.20","20.08","5.07",1390000,1390000,114180,114180,73971000,"225,000,000",2.25e+08,57.6,41,50,30,78,67,0,100,50,"7","7",0.0283,"- 15.43","- 66.18",31145,0.0305,-38.46,4.15e-06,-42.86,"DaTa eXchange",175.48510901539,-1.29365442647044e-07,-5.45048263118586,-1.04529785483858,0
"383",383,1510,"DTC",3e-04,3.7874483960156e-08,-0.11,-2.77,-13.61,"-48.29","-56.52","-62.29","-86.07","-92.56",11660,11660,14,14,36874000,"36,874,014",NA,41.75,NA,NA,30,88,30,5,70,15,"62","62",0.5465,"- 37.66","- 99.69",9,0.9579,-99.97,0.0011,-100,"Datacoin",1.4720549432514,1.55565212507027e-08,41.0738830582306,36.3855357439024,1
"384",384,1238,"DTRC",0.001,1.26248279867187e-07,-7.81,2.68,17.65,"42.64","12.24","23.89","-37.53","-69.7",129530,129530,1300000,1300000,127756000,"239,992,867",NA,40.55,66,25,50,48,53,5,100,0,"9","9",0.0041,"- 31.76","- 87.91",1425780,0.014,-92.74,1.82e-06,-92.84,"Datarius Credit",16.3529396911967,-7.2817274656328e-08,-57.6778350825309,-61.7391684410126,0
"385",385,722,"DXT",0.0039,4.92368291482029e-07,1.63,4.62,32.29,"68.98","36.66","21.08","-45.41","-84.61",1510000,1510000,125240,125240,390222000,"1,000,000,000",NA,54.9,57,25,0,78,70,5,100,40,"12","12",0.1181,"- 33.12","- 98.28",12590,0.1293,-97.01,1.292e-05,-96.21,"Datawallet",190.634902599452,-2.92002021941308e-07,-59.3056106562798,-59.5935436733315,0
"386",386,655,"DAT",0.002,2.52496559734374e-07,0.33,-1.33,13.63,"148.10","93.09","114.59","-35.64","-87.08",2010000,2010000,78180,78180,1e+09,"2,653,841,598",NA,64.25,38,100,35,88,70,0,100,60,"14","14",0.0205,"- 41.41","- 96.81",88323,0.1349,-98.51,9.57e-06,-97.39,"Datum",253.759042533045,-1.32276798009941e-07,-52.3875644678474,-55.0479652326842,0
"387",387,802,"DATX",8e-04,1.00998623893749e-07,-1.9,-2.14,13.44,"-5.72","-46.69","-52.86","-66.37","-92.49",1090000,1090000,700850,700850,1.391e+09,"10,000,000,000",NA,47.1,46,25,80,46,36,0,100,50,"11","11",0.0291,"- 38.05","- 98.09",191189,0.0533,-98.53,6.12e-06,-98.37,"DATx",137.610625055234,-7.42831212883201e-08,-73.5486469265817,-66.8023385280403,0
"388",388,876,"DAV",0.0014,1.76747591814062e-07,1.7,-0.27,22.99,"-38.90","-58.45","-61.09","-79.61","-79.61",780560,780560,53650,53650,542945000,"1,380,276,938",NA,74.05,54,100,70,94,70,45,100,60,"5","5",0.0072,"- 31.78","- 72.17",45206,0.019,-92.43,2.6e-06,-93.08,"DAV Coin",98.5443573331313,-1.50032089208632e-07,-84.8849411009039,-83.4153784537629,0
"389",389,202,"DAC",0.0056,7.06990367256246e-07,-1.59,-3.9,-18.11,"-12.04","-43.08","-49.61","-5.13","-5.13",17620000,17620000,944700,944700,3.162e+09,"8,800,000,000",NA,42.85,NA,NA,90,70,33,0,100,0,"6","6",0.0078,"12.88","- 5.41",2128022,0.0182,-69.31,3.82e-06,-81.69,"Davinci Coin",2224.49469125983,-4.26477589899238e-07,-60.3229703898726,-53.8227230114447,0
"390",390,426,"DCT",0.1084,1.3685313537603e-05,-0.28,-6.19,27.86,"98.69","-20.81","1.93","-47.44","-66.23",5560000,5560000,715270,715270,51306000,"73,197,775",NA,70.95,80,50,80,88,51,45,100,80,"26","26",0.1102,"- 41.15","- 58.09",227578,17.35,-99.38,0.0066,-99.79,"DECENT",701.940436061559,-9.61119939027507e-06,-70.2300269837912,-70.3135893564516,0
"391",391,384,"DBET",0.0351,4.43131462333826e-06,-0.1,-16.5,8.89,"-20.82","-18.29","38.50","-21.63","-70.71",6610000,6610000,5110,5110,188582000,"188,581,922",NA,53.05,63,0,30,68,40,55,100,70,"15","15",0.1745,"- 21.57","- 85.09",57620,0.7006,-95,5.134e-05,-91.37,"DecentBet",834.501129922105,-4.07065533816496e-06,-91.8611221312559,-91.8044824365567,0
"392",392,90,"MANA",0.0563,7.10777815652262e-06,0.06,3.19,20.24,"43.75","24.71","-4.06","-32.3","-55.96",59130000,59130000,18010000,18010000,1.05e+09,"2,644,403,343",NA,75.85,86,75,80,98,88,55,100,30,"17","17",0.0258,"- 23.79","34.20",2120757,0.2697,-79.13,2.807e-05,-74.67,"Decentraland",7465.06078854676,-3.74162482823851e-06,-52.6412719395994,-52.7069669047562,0
"393",393,1399,"DATP",3.5e-06,4.41868979535154e-10,-1.46,-5.44,19.51,"36.32","7.58","2.66","-45.16","-45.16",41320,41320,16820,16820,1.1821e+10,"15,000,000,000",NA,42.75,63,0,30,80,41,20,100,10,"4","4",8.4e-06,"- 28.80","- 71.05",8466,1.409e-05,-75.2,0,-100,"Decentralized Asset Trading Platform",5.21657892411216,-3.52372045806965e-10,-79.7458210752112,-79.6429567343974,0
"394",394,1031,"DML",0.0058,7.32240023229683e-07,0.89,9.87,64.07,"94.66","67.71","29.47","-53.28","-62.6",364140,364140,27140,27140,63030000,"272,937,007",NA,62.5,36,100,15,89,62,55,100,50,"9","9",0.1445,"- 35.91","- 98.05",10049,0.2431,-97.62,2.603e-05,-97.2,"Decentralized Machine Learning",45.9720486308374,-6.92166769321539e-07,-94.5273062606721,-94.7611589398173,0
"395",395,641,"HST",0.0665,8.39551061116792e-06,0.3,-1.79,2.74,"24.85","0.05","3.39","-56.45","-83.8",2130000,2130000,71600,71600,32026000,"48,240,070",NA,59.6,53,100,35,68,55,5,100,80,"15","15",0.2951,"- 31.61","- 85.35",38048,5.5,-98.79,4e-04,-97.67,"Decision Token",268.908836117108,-8.38215285986521e-06,-99.8408941168516,-99.7620620070954,0
"396",396,29,"DCR",32.17,0.0040614071633274,-0.21,-1.24,25.64,"88.32","68.72","68.66","-19.99","-55.87",314820000,314820000,3340000,3340000,9787000,"9,787,455",2.1e+07,75.45,60,0,80,98,71,25,70,90,"36","36",0.9534,"- 27.18","1560.85",1233758,121.7,-73.57,0.0178,-77.13,"Decred",39745.4834677878,-0.00129234531827464,-31.8201368713758,-24.8654533626406,0
"397",397,284,"DBC",0.0035,4.41868979535154e-07,-1.45,-1.59,17.98,"136.05","96.68","96.91","-51.12","-89.88",11210000,11210000,644830,644830,3.2e+09,"10,000,000,000",1e+10,54.45,NA,NA,80,73,66,25,100,0,"13","13",0.0756,"- 42.06","- 98.05",319628,0.6393,-99.45,4.377e-05,-98.99,"DeepBrain Chain",1415.24321731116,-2.81575963902577e-07,-63.7238586421694,-64.9832221579369,0
"398",398,406,"ONION",0.3757,4.74314787461021e-05,-0.7,4.5,21.89,"154.05","68.56","107.04","19.33","-52.34",6060000,6060000,19970,19970,16117000,"21,108,978",2.5e+07,72.65,80,0,80,98,50,45,100,90,"18","18",0.1152,"- 22.40","35.59",6694,18.76,-98,0.0013,-96.43,"DeepOnion",765.064575995152,-2.645980920084e-05,-55.7853347614941,-55.8271133493412,0
"399",399,898,"DEEX",0.013,1.64122763827343e-06,0.09,2.07,10.86,"-24.18","-21.18","-44.16","-70.81","-70.81",732240,732240,4460,4460,56529000,"87,811,933",1e+08,49.35,NA,NA,50,98,44,10,70,5,"4","4",0.0555,"- 29.51","- 72.05",5781,0.0932,-86.1,2.515e-05,-93.48,"DEEX",92.4440404499489,3.62435057133776e-07,22.0831680311606,22.2952430198744,0
"400",400,503,"DPY",0.0715,9.02675201050386e-06,0.75,5.62,17.98,"-33.85","90.67","63.54","-65.92","-87.7",3980000,3980000,368460,368460,55720000,"100,000,000",NA,48.9,NA,NA,30,58,70,50,100,10,"15","15",0.8211,"- 34.41","- 91.40",1795690,4.64,-98.46,3e-04,-97.38,"Delphy",502.468153871404,-3.91073326156413e-06,-43.3238141140186,-36.7294268193615,0
"401",401,1424,"DELTA",5.72e-06,7.22140160840309e-10,0.64,37.37,81.13,"72.09","-18.94","-8.40","-61.18","-61.18",33730,33730,214,214,5.895e+09,"7,500,000,000",NA,30.7,NA,NA,30,60,26,0,100,0,"5","5",6.649e-05,"- 40.29","- 95.13",9928,8.655e-05,-93.39,1e-08,-100,"DeltaChain",4.25835447992021,-6.75388031280807e-10,-93.5258926044082,-91.7501264650946,0
"402",402,971,"D",0.0874,1.10340996603921e-05,0.99,1.94,30.69,"23.05","-30.69","-40.14","-66.76","-77.54",482590,482590,3360,3360,5524000,"5,523,659",1e+07,59.65,63,0,50,78,53,0,70,80,"19","19",0.1708,"- 42.72","- 72.11",332,3.97,-97.8,4e-04,-97.08,"Denarius",60.9261573811057,3.46704449520792e-07,3.14211816271089,26.3377002841046,0
"403",403,70,"DENT",0.0012,1.51497935840624e-07,-2.82,20.86,48.86,"11.46","-9.63","5.29","-53.6","-65.16",81860000,81860000,12630000,12630000,6.9213e+10,"100,000,000,000",NA,70,51,25,40,78,85,45,100,80,"18","18",6e-04,"- 26.66","54.65",1124479,0.1055,-98.88,6.97e-06,-97.85,"Dent",10334.6841899279,-1.24782433235195e-07,-82.3657646177212,-81.4006855252144,0
"404",404,198,"DCN",5.584e-05,7.04970394778371e-09,0.12,28.2,42.79,"-53.59","-71.56","-58.75","-73.89","-84.82",18160000,18160000,146700,146700,3.25188e+11,"8,000,000,000,000",8e+12,68.6,37,25,60,83,66,95,100,70,"18","18",3e-04,"- 30.83","- 76.21",114669,0.0071,-99.22,4.4e-07,-97.75,"Dentacoin",2292.66876238811,-2.88742864185781e-09,-40.9581546011668,-1.88528948097749,0
"405",405,373,"DERO",0.9727,0.000122801701826813,3.41,14.88,-4.22,"65.34","6.72","0.64","-39.16","19.56",7090000,7090000,106730,106730,7289000,"18,400,000",NA,64.8,NA,NA,30,98,66,0,70,50,"9","9",2.22,"- 24.47","- 68.74",55254,5.01,-80.57,6e-04,-79.11,"Dero",895.100304258355,-7.68777528480795e-05,-62.6031656764012,-54.335040674381,0
"406",406,1388,"DSR",0.0059,7.44864851216402e-07,1.22,-4.59,37.8,"34.64","9.67","9.16","-59.36","-81.08",46820,46820,19500,19500,7901000,"8,500,524",NA,47,NA,NA,10,98,26,0,100,40,"15","15",0.6106,"- 38.23","- 99.34",7094,4.99,-99.88,4e-04,-99.79,"Desire",5.91094446338169,-6.51360592097399e-07,-87.4468154905812,-84.3619510236605,0
"407",407,836,"DTH",0.0107,1.3508565945789e-06,-1.25,-15.46,32.32,"74.47","25.03","0.90","-28.58","-71.99",911710,911710,2870,2870,8.5e+07,"100,000,000",NA,72.9,48,75,70,91,64,75,100,70,"12","12",0.1527,"- 23.52","- 95.77",835,0.1503,-92.87,1.627e-05,-91.7,"Dether",115.101819237713,-1.0837015685246e-06,-80.2232874217434,-80.7470380937795,0
"408",408,1269,"DEM",0.0025,3.15620699667967e-07,2.01,-17.44,21.96,"-8.81","-60.12","-49.74","-76.42","-82.99",106200,106200,19,19,41998000,"48,979,594",NA,43.3,NA,NA,10,80,28,5,100,40,"62","62",0.1172,"- 23.97","- 98.22",171,0.5006,-99.49,8e-04,-99.96,"Deutsche eMark",13.4075673218952,-2.0875868924625e-07,-66.1422680660246,-55.9841514582441,0
"409",409,1088,"EVE",0.0043,5.42867603428903e-07,-0.25,9.59,21,"-43.10","-59.57","-60.01","-88.63","-91.19",267780,267780,725,725,62918000,"100,000,000",NA,54.8,NA,NA,30,93,55,55,100,20,"12","12",0.2921,"- 41.93","- 97.46",24725,0.3444,-98.76,4.044e-05,-98.66,"Devery",33.8067643828353,-2.4899707476918e-07,-45.8669983613767,-44.8806669095252,0
"410",410,899,"DEV",0.0473,5.97154363771794e-06,12.16,1,-6.45,"37.48","-39.57","-50.90","-82.93","-94.84",731060,731060,2360,2360,15449000,"17,263,266",8.8e+07,79.25,NA,NA,80,96,67,40,100,80,"10","10",0.9624,"- 44.43","- 93.62",2883,7.32,-99.35,9e-04,-99.32,"DeviantCoin",92.2950674797056,-4.83613477698719e-06,-80.9863423996571,-80.9609307208264,0
"411",411,362,"DEX",0.0388,4.89843325884685e-06,0.51,5.55,-22.93,"-21.13","-86.53","-88.22","-84.35","-84.35",7440000,7440000,2930000,2930000,191542000,"1,892,996,914",NA,49.45,NA,NA,10,70,82,0,30,5,"3","3",0.07,"- 46.51","- 16.27",1135225,0.7055,-94.5,1e-04,-96.39,"DEX",939.28720221187,-2.89477056343964e-06,-59.0958457627555,-59.1852777845644,0
"412",412,510,"DMD",1.21,0.000152760418639296,-0.13,5.31,48.1,"7.98","18.49","6.14","-40.63","-64.91",3880000,3880000,16050,16050,3208000,"3,208,404",4380000,53.2,22,0,60,80,52,40,100,30,"62","62",0.5734,"- 27.67","21.68",8658,32.28,-96.26,0.003,-94.88,"Diamond",489.843325884685,-0.000108893563361181,-71.2838864485602,-69.730925864439,0
"413",413,50,"DGB",0.0131,1.65385246626015e-06,0.91,-4.82,30.26,"36.78","10.70","14.48","-37.09","-37.09",154750000,154750000,7440000,7440000,1.1799e+10,"11,798,893,211",2.1e+10,77.95,66,0,90,80,75,25,100,100,"60","60",0.0015,"- 26.02","477.52",960758,0.1297,-89.89,2.213e-05,-92.5,"DigiByte",19536.9213094472,-7.85598631583692e-07,-47.5011313046663,-44.194909522394,0
"414",414,1726,"DFT",0.2926,3.69402466891389e-05,0.4,0.95,0.2,"117.67","113.31","115.55","83.04","-56.99",1,1,16030000,16030000,1,"2,100,000,000",NA,37.4,0,0,20,60,61,0,70,0,"7","7",0.6264,"- 5.41","- 78.29",807565,1.06,-72.33,2e-04,-75.63,"DigiFinexToken",0.000126248279867187,2.4959572847641e-05,67.5674232976348,5.80541229367272,1
"415",415,986,"DIT",0.002,2.52496559734374e-07,0.71,-4.04,32.51,"275.04","165.43","254.81","-0.29","-0.29",443200,443200,1150,1150,218430000,"1,000,000,000",NA,67.5,63,100,25,90,56,95,100,50,"5","5",0.0022,"- 24.94","- 66.85",546,0.0098,-79.22,1.45e-06,-82.1,"Digital Insurance Token",55.9532376371372,1.46584663199203e-08,5.80541229367271,6.02504446720661,0
"416",416,1408,"DMB",4e-04,5.04993119468747e-08,24.83,21.5,8.48,"85.38","39.85","97.10","-64.06","-92.91",38770,38770,1082,1082,98140000,"108,139,508",131250000,38.4,NA,NA,10,100,23,0,100,5,"20","20",0.0048,"- 39.60","- 95.05",96,0.1484,-99.73,5.551e-05,-99.91,"Digital Money Bits",4.89464581045083,-3.714156064416e-08,-73.5486469265818,-56.6080460286458,0
"417",417,1320,"DGC",0.0022,2.77746215707811e-07,-0.11,-2.78,22.87,"-24.55","-54.22","-56.44","-75.55","-95.14",71830,71830,192,192,32460000,"32,460,313",48166000,49.15,NA,NA,50,80,24,0,70,55,"68","68",0.0333,"- 34.22","- 90.37",65,0.6988,-99.68,8e-04,-99.96,"Digitalcoin",9.06841394286003,-2.24315210496952e-07,-80.7626523102413,-77.3158380993657,0
"418",418,275,"XDN",0.0017,2.14622075774218e-07,4.87,1.81,25.4,"54.10","36.92","32.02","-41.69","-70.67",11500000,11500000,855350,855350,6.929e+09,"6,928,822,446",1e+10,55.55,NA,NA,30,88,55,40,100,30,"55","55",4.165e-05,"- 31.05","2139.06",131058,0.097,-98.29,5.75e-06,-96.34,"DigitalNote",1451.85521847265,-1.47833319260644e-07,-68.8807610900963,-64.4861833518629,0
"419",419,180,"DGTX",0.0277,3.49707735232107e-06,-0.95,7.22,-5.25,"-14.90","-41.91","-55.37","-63.26","290.88",20840000,20840000,1430000,1430000,751310000,"1,000,000,000",NA,62.3,39,50,50,53,83,70,100,30,"8","8",0.0148,"- 26.51","123.31",403533,0.1606,-82.73,2.555e-05,-86.3,"Digitex Futures",2631.01415243217,2.24675570784624e-06,64.2466689035357,71.8576394501356,1
"420",420,491,"DGX",41.28,0.00521152899291747,0.02,-2.73,0.62,"-2.77","-4.90","4.11","-5.23","-2.61",4110000,4110000,57100,57100,99601,"111,000",NA,62.45,86,50,50,88,66,75,30,40,"9","9",44.44,"- 1.48","- 1.43",671015,87.42,-52.78,0.0215,-75.81,"Digix Gold Token",518.880430254138,0.000974445635369704,18.6978838013565,41.3313171514024,0
"421",421,78,"DGD",38.42,0.00485045891249732,-0.53,0.54,3.7,"103.69","82.65","73.57","-5.98","-60.24",76830000,76830000,1960000,1960000,2e+06,"2,000,000",NA,66.7,43,25,70,78,85,75,30,50,"34","34",31.9,"- 28.59","- 51.41",392697,553.57,-93.06,0.0745,-93.49,"DigixDAO",9699.65534219596,-0.00259700626772935,-53.5414548309667,-53.5354079033122,0
"422",422,545,"DIG",0.0064,8.07988991149996e-07,0.09,-11.16,30.08,"-42.18","24.17","77.82","-85.7","-93.22",3340000,3340000,313640,313640,523036000,"3,000,000,000",NA,25.6,0,0,10,6,66,0,70,0,"10","10",0.0583,"- 42.76","- 85.54",178389,0.296,-97.84,3.141e-05,-97.42,"Dignity",421.669254756404,-6.47695975517419e-07,-80.1614851949364,-80.0936937032272,0
