Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months,label_Price,label_Mkt. Cap,label_growth_rate_Price,label_growth_rate_Mkt. Cap,label_disappeared
Beam,332.0,BEAM,0.4866,6.144e-05,-0.5,4.79,2.95,-52.36,-52.36,,,,9.14,9.14,8.22,8.22,18.775,18775200.0,262800000.0,60.5,73.0,25.0,70.0,75.0,62.0,25.0,70.0,,,3510924.0,1.0,1.0,0.5216,25.29,0.07192766132346892,1.7669584245076584,FALSE
Naviaddress,1260.0,NAVI,0.0005,6e-08,-6.06,9.16,-20.49,-54.75,-52.97,-63.01,-84.92,-93.13,114.86,114.86,2.27,2.27,242.551,1000000000.0,,60.5,83.0,100.0,50.0,78.0,55.0,95.0,100.0,25.0,25.0,109625.0,8.0,8.0,0.0002,49.56,-0.6000000000000001,-0.5685181960647745,FALSE
TokenCard,204.0,TKN,0.5751,7.26e-05,-1.23,6.57,6.68,166.05,71.81,72.47,-15.81,-15.81,17.39,17.39,24.91,24.91,30.246,39406760.0,,60.45,53.0,50.0,35.0,49.0,67.0,70.0,100.0,,,5065.0,21.0,21.0,,,,,TRUE
Napoleon X,414.0,NPX,0.2671,3.372e-05,0.63,11.07,27.88,25.53,4.96,6.23,15.24,3.08,5.84,5.84,120.55,120.55,21.875,29800000.0,,60.45,59.0,0.0,35.0,78.0,70.0,30.0,100.0,,,82941.0,11.0,11.0,0.206,5.01,-0.2287532759266193,-0.1421232876712329,FALSE
Nimiq,397.0,NIM,0.0016,2e-07,-0.44,8.71,23.05,184.01,105.64,100.99,-11.86,-11.86,6.28,6.28,407.81,407.81,3.873,4863652244.0,21000000000.0,60.4,32.0,0.0,70.0,87.0,55.0,80.0,100.0,,,128825.0,19.0,19.0,0.0003,1.71,-0.8125000000000001,-0.7277070063694268,FALSE
Tokenbox,1161.0,TBX,0.0159,2e-06,-1.05,16.21,31.01,-35.36,-63.32,-72.87,-77.62,-83.32,180.84,180.84,30.86,30.86,11.394,16051590.0,,60.4,55.0,75.0,40.0,59.0,62.0,5.0,100.0,,,11527.0,12.0,12.0,0.0079,90.75,-0.5031446540880503,-0.49817518248175185,FALSE
Spectre.ai Dividend Token,126.0,SXDT,0.4481,5.657e-05,-0.39,8.69,58.84,110.02,97.74,41.24,34.72,108.66,36.77,36.77,9.78,9.78,82.074,140270691.0,,60.35,86.0,100.0,50.0,78.0,79.0,25.0,100.0,5.0,5.0,7227.0,13.0,13.0,0.1361,11.17,-0.6962731533139924,-0.6962197443568126,FALSE
Pylon Network,1018.0,PYLNT,0.9151,0.00011553,-1.31,-5.07,3.31,35.26,12.1,-3.21,-29.45,-69.91,380.23,380.23,122.89,122.89,415.51,633858.0,,60.35,45.0,75.0,5.0,81.0,65.0,55.0,100.0,,,258708.0,13.0,13.0,0.6984,361.2,-0.23680472079554146,-0.050048654761591746,FALSE
WELL,1374.0,WELL,0.0006,8e-08,-0.23,-0.1,57.36,-69.95,-77.02,-79.27,-92.06,-92.06,52.37,52.37,0.0,0.0,87.217,100000000.0,,60.3,35.0,50.0,35.0,88.0,55.0,5.0,100.0,,,0.0,4.0,4.0,,,,,TRUE
True USD,37.0,TUSD,1.0,0.00012667,0.33,0.65,-0.69,-0.64,-0.41,-0.93,0.41,0.94,237.23,237.23,390.53,390.53,236.437,236436654.0,,60.2,57.0,50.0,60.0,65.0,60.0,20.0,100.0,,,53156036.0,11.0,11.0,1.01,162.07,0.010000000000000009,-0.316823336003035,FALSE
Crypto.com,69.0,MCO,5.26,0.0006639,-0.16,6.7,16.66,135.75,96.08,135.99,20.93,-22.27,83.06,83.06,12.74,12.74,15.794,31587682.0,,60.2,28.0,0.0,40.0,73.0,80.0,20.0,100.0,,,7087905.0,19.0,19.0,4.15,65.47,-0.21102661596958164,-0.21177462075607997,FALSE
XMax,501.0,XMX,0.0004,5e-08,-2.49,2.77,21.3,126.47,61.18,19.13,-2.58,-76.77,4.01,4.01,498.32,498.32,10.911,30000000000.0,,60.2,63.0,75.0,30.0,56.0,66.0,5.0,70.0,80.0,80.0,81094.0,8.0,8.0,0.0012,22.06,1.9999999999999998,4.5012468827930165,FALSE
HelloGold,1097.0,HGT,0.001,1.2e-07,-0.16,20.36,73.17,-62.76,-67.65,-58.28,-78.83,-89.58,255.33,255.33,398.15,398.15,263.035,1000000000.0,,60.15,61.0,100.0,40.0,63.0,59.0,5.0,100.0,,,271.0,16.0,16.0,0.0005,130.78,-0.5,-0.48780010182900563,FALSE
Vezt,456.0,VZT,0.0553,6.99e-06,-0.23,128.22,40.81,303.3,194.56,369.61,148.78,22.44,4.76,4.76,267.58,267.58,85.923,125000000.0,,60.1,88.0,50.0,35.0,53.0,64.0,45.0,100.0,,,433.0,13.0,13.0,0.0123,433.23,-0.7775768535262206,90.01470588235296,FALSE
SHPING,1101.0,SHPING,0.0003,4e-08,-0.12,-61.52,4.23,11.31,-1.73,-7.6,-53.88,-53.88,252.7,252.7,0.73,0.73,799.513,10000000000.0,,60.1,40.0,50.0,35.0,88.0,56.0,5.0,100.0,,,9.0,4.0,4.0,2.084e-05,17.44,-0.9305333333333333,-0.9309853581321725,FALSE
WeToken,1638.0,WT,0.0018,2.3e-07,-0.23,8.43,114.8,63.03,43.57,65.44,-42.71,-42.71,0.0,0.0,36.81,36.81,0.0,600000000.0,,60.1,46.0,100.0,35.0,77.0,42.0,95.0,100.0,,,40147.0,6.0,6.0,0.0001,0.0,-0.9444444444444444,1,FALSE
adToken,449.0,ADT,0.0067,8.5e-07,0.67,2.92,15.58,5.48,5.11,12.63,-56.56,-56.56,5.02,5.02,506.04,506.04,745.2,1000000000.0,1000000000.0,60.05,83.0,75.0,30.0,88.0,70.0,0.0,100.0,30.0,30.0,751982.0,19.0,19.0,0.0025,1.96,-0.6268656716417911,-0.6095617529880478,FALSE
BetterBetting,977.0,BETR,0.0025,3.2e-07,-0.18,-1.01,-11.23,-6.79,-31.43,-36.32,-53.35,-94.89,457.23,457.23,1.79,1.79,182.652,200585763.0,,60.05,70.0,100.0,15.0,68.0,67.0,10.0,100.0,,,17711.0,9.0,9.0,0.0013,346.87,-0.48000000000000004,-0.24136648951293663,FALSE
SpaceChain,494.0,SPC,0.0079,1e-06,0.77,6.7,-2.85,49.8,36.11,23.19,-44.93,-64.42,4.09,4.09,174.22,174.22,515.924,1000000000.0,,59.95,63.0,50.0,50.0,90.0,66.0,70.0,100.0,15.0,15.0,87022.0,13.0,13.0,0.004,2.04,-0.4936708860759494,-0.5012224938875305,FALSE
IP Exchange,1078.0,IPSX,0.0003,4e-08,-0.17,-22.21,-28.66,-54.79,-68.21,-59.64,-72.9,-88.07,284.41,284.41,758.17,758.17,891.582,1714102659.0,,59.9,83.0,75.0,30.0,98.0,57.0,95.0,100.0,15.0,15.0,1242.0,10.0,10.0,0.0001,136.74,-0.6666666666666666,-0.5192152174677402,FALSE
Namecoin,417.0,NMC,0.3885,4.905e-05,-1.89,0.19,-56.35,-44.98,-50.28,-43.2,-38.2,-73.49,5.73,5.73,67.85,67.85,14.736,14736400.0,,59.85,,,50.0,100.0,43.0,80.0,100.0,40.0,40.0,15920.0,69.0,69.0,0.414,6.1,0.06563706563706555,0.06457242582897019,FALSE
Sharder,714.0,SS,0.0056,7e-07,-1.24,-6.24,1.29,55.29,2.33,8.44,-67.05,-74.62,1.58,1.58,140.0,140.0,283.283,350000000.0,500000000.0,59.85,38.0,0.0,40.0,74.0,70.0,55.0,100.0,,,225366.0,9.0,9.0,0.002,575.47,-0.6428571428571428,363.22151898734177,FALSE
HyperCash,86.0,HC,1.43,0.0001807,-1.46,4.91,36.33,28.76,54.33,52.84,-21.86,-74.58,62.31,62.31,6.92,6.92,43.53,43529781.0,84000000.0,59.8,24.0,0.0,60.0,76.0,74.0,50.0,70.0,,,6852605.0,18.0,18.0,1.23,54.79,-0.13986013986013984,-0.12068688813994548,FALSE
Safe Exchange Coin,359.0,SAFEX,0.0048,1.4e-06,-0.49,-6.31,15.05,8.82,-11.35,-34.02,-55.58,-83.74,7.45,7.45,3.61,3.61,1.543,2147483647.0,2147483647.0,59.8,83.0,50.0,30.0,78.0,75.0,25.0,100.0,30.0,30.0,3338.0,36.0,36.0,,,,,TRUE
Viberate,345.0,VIB,0.044,5.55e-06,-0.41,2.74,14.49,81.92,65.13,67.55,-17.95,-43.03,8.18,8.18,2.78,2.78,186.081,200000000.0,,59.8,54.0,75.0,55.0,73.0,44.0,40.0,100.0,,,944543.0,16.0,16.0,0.0225,4.32,-0.48863636363636365,-0.471882640586797,FALSE
Banca,766.0,BANCA,6.924e-05,1e-08,2.54,6.94,30.17,-23.02,-31.15,-34.14,-69.23,-90.69,1.24,1.24,30.41,30.41,17.926,20000000000.0,,59.75,65.0,75.0,30.0,66.0,70.0,0.0,100.0,,,33355.0,11.0,11.0,2.105e-05,377.34,-0.6959849797804737,303.3064516129032,FALSE
MidasProtocol,661.0,MAS,0.0066,8.3e-07,-0.39,22.67,37.24,73.77,32.23,2.87,-60.51,-60.51,1.94,1.94,80.33,80.33,295.25,500000000.0,,59.75,25.0,25.0,15.0,80.0,70.0,5.0,100.0,,,45698.0,4.0,4.0,0.0023,756.42,-0.6515151515151515,388.90721649484533,FALSE
CoinUs,354.0,CNUS,0.0224,2.83e-06,-0.04,-3.44,1.83,-9.66,-19.39,-56.91,-56.91,,7.61,7.61,309.85,309.85,340.0,2000000000.0,,59.7,47.0,25.0,20.0,76.0,75.0,55.0,100.0,,,231827.0,1.0,1.0,0.0009,316.75,-0.9598214285714285,40.62286465177398,FALSE
B2BX,272.0,B2B,0.7111,8.978e-05,-1.28,2.27,23.57,308.11,147.71,167.32,26.97,161.71,11.8,11.8,163.67,163.67,16.59,19822337.0,,59.7,71.0,25.0,20.0,73.0,74.0,5.0,100.0,,,573300.0,15.0,15.0,0.4992,9.8,-0.2979890310786106,-0.1694915254237288,FALSE
UpToken,634.0,UP,0.0149,1.89e-06,-0.12,-1.3,2.85,-29.76,5.46,2.25,-67.73,-67.77,2.19,2.19,46.2,46.2,146.288,184638000.0,,59.7,49.0,100.0,20.0,73.0,70.0,0.0,100.0,,,301726.0,11.0,11.0,0.0036,520.65,-0.7583892617449665,236.73972602739724,FALSE
eBitcoin,833.0,EBTC,0.0485,6.12e-06,-1.5,23.11,-6.11,163.41,89.91,90.77,39.82,-28.03,916.4,916.4,16.26,16.26,18.897,21000000.0,,59.7,,,50.0,98.0,52.0,55.0,100.0,30.0,30.0,7484.0,15.0,15.0,0.0075,142.04,-0.845360824742268,-0.8450021824530773,FALSE
BuzzCoin,944.0,BUZZ,2.787e-05,0.0,0.62,-8.96,14.67,66.54,-1.43,32.37,-38.42,-66.25,557.46,557.46,453.55,453.55,20.0,19999751593.0,20000000000.0,59.7,63.0,50.0,50.0,98.0,49.0,75.0,100.0,30.0,30.0,773.0,17.0,17.0,7.49e-06,149.72,-0.7312522425547183,-0.7314246762099522,FALSE
EBCoin,676.0,EBC,0.0005,6e-08,-0.04,-2.12,20.79,-16.09,-24.0,-21.13,-49.27,-49.27,1.87,1.87,5.09,5.09,4.055,10295055166.0,,59.65,45.0,75.0,30.0,48.0,70.0,50.0,100.0,,,15416.0,6.0,6.0,0.0003,1.2,-0.4000000000000001,-0.358288770053476,FALSE
Mysterium,633.0,MYST,0.0929,1.173e-05,-0.18,-9.98,27.95,30.75,91.77,-2.34,-17.23,-56.56,2.2,2.2,862.94,862.94,23.673,32433366.0,,59.65,86.0,0.0,50.0,73.0,30.0,25.0,100.0,100.0,100.0,453.0,20.0,20.0,0.0627,1.48,-0.32508073196986,-0.3272727272727273,FALSE
Denarius,971.0,D,0.0874,1.103e-05,0.99,1.94,30.69,23.05,-30.69,-40.14,-66.76,-77.54,482.59,482.59,3.36,3.36,5.524,5523659.0,10000000.0,59.65,63.0,0.0,50.0,78.0,53.0,0.0,70.0,80.0,80.0,332.0,19.0,19.0,0.0852,576.24,-0.025171624713958896,0.19405706707557147,FALSE
Decision Token,641.0,HST,0.0665,8.39e-06,0.3,-1.79,2.74,24.85,0.05,3.39,-56.45,-83.8,2.13,2.13,71.6,71.6,32.026,48240070.0,,59.6,53.0,100.0,35.0,68.0,55.0,5.0,100.0,,,38048.0,15.0,15.0,0.0001,4.79,-0.9984962406015038,1.2488262910798122,FALSE
Masari,813.0,MSR,0.0911,1.15e-05,1.31,-7.16,-0.59,-37.14,-52.28,-53.37,-72.94,-81.93,1.05,1.05,3.52,3.52,11.558,11558214.0,18500000.0,59.6,,,10.0,63.0,63.0,5.0,70.0,80.0,80.0,2571.0,9.0,9.0,0.0341,396.04,-0.6256860592755215,376.18095238095236,FALSE
EchoLink,710.0,EKO,0.0041,5.1e-07,0.25,1.28,11.25,31.61,13.88,34.75,-50.97,-77.41,1.62,1.62,332.18,332.18,399.996,500000000.0,,59.55,63.0,75.0,50.0,63.0,66.0,50.0,100.0,40.0,40.0,197526.0,13.0,13.0,0.0015,767.6,-0.6341463414634146,472.82716049382714,FALSE
BitSend,669.0,BSD,0.0821,1.036e-05,3.68,14.6,14.39,46.33,26.18,15.99,-43.57,-68.06,1.9,1.9,36.56,36.56,23.204,23203925.0,,59.5,,,50.0,83.0,51.0,20.0,100.0,50.0,50.0,16796.0,56.0,56.0,0.0031,77.97,-0.9622411693057247,40.036842105263155,FALSE
Bitcoinus,1352.0,BITS,0.001,1.3e-07,-3.09,11.81,-22.19,-56.81,-26.36,-25.87,-81.33,-81.33,59.25,59.25,63.39,63.39,59.294,159294348.0,,59.5,55.0,50.0,35.0,90.0,61.0,5.0,100.0,,,83605.0,4.0,4.0,6.6e-07,39.21,-0.99934,-0.3382278481012658,FALSE
Origami,1396.0,ORI,0.0104,1.32e-06,-0.23,-26.66,-30.18,-2.28,-43.05,-64.36,-77.25,-93.1,44.14,44.14,130.54,130.54,4.226,5527379.0,,59.5,45.0,0.0,15.0,88.0,55.0,75.0,100.0,,,79.0,9.0,9.0,0.01,42.06,-0.038461538461538394,-0.04712279111916625,FALSE
Maximine Coin,98.0,MXM,0.033,4.17e-06,-0.86,-3.12,-16.88,178.69,250.5,198.4,406.63,406.63,54.41,54.41,5.96,5.96,1.649,16000000000.0,,59.45,83.0,25.0,10.0,98.0,82.0,70.0,70.0,10.0,10.0,882980.0,6.0,6.0,0.0278,45.8,-0.15757575757575767,-0.15824297004227164,FALSE
Penta,410.0,PNT,0.0003,4e-08,4.96,13.41,13.48,25.7,18.44,-39.14,-71.15,-90.69,5.92,5.92,691.17,691.17,20.416,50000000000.0,100000000000.0,59.45,49.0,25.0,20.0,88.0,70.0,50.0,100.0,,,300441.0,9.0,9.0,8.519e-05,1.79,-0.7160333333333333,-0.6976351351351351,FALSE
Xriba,882.0,XRA,0.0087,1.1e-06,-0.04,-24.47,-41.82,-59.28,-27.76,-67.23,-80.75,-80.75,773.3,773.3,1.51,1.51,88.501,275000000.0,,59.45,71.0,100.0,5.0,46.0,67.0,50.0,100.0,,,3143.0,5.0,5.0,0.0058,611.19,-0.3333333333333333,-0.2096340359498253,FALSE
DAEX,586.0,DAX,0.0076,9.6e-07,-0.22,11.59,6.59,50.97,12.84,41.93,-34.46,-88.51,2.69,2.69,2.08,2.08,354.667,2000000000.0,,59.4,56.0,75.0,30.0,61.0,74.0,5.0,100.0,,,966819.0,9.0,9.0,0.0027,970.12,-0.6447368421052632,359.63940520446096,FALSE
BiblePay,1030.0,BBP,0.0002,3e-08,-18.06,-9.53,-37.08,-5.32,-34.79,-55.52,-42.1,-88.7,366.7,366.7,639.16,639.16,1.536,1536150764.0,5200000000.0,59.4,,,10.0,98.0,34.0,20.0,100.0,80.0,80.0,670.0,17.0,17.0,0.0001,225.89,-0.5,-0.3839923643305154,FALSE
MinexCoin,856.0,MNX,0.1557,1.965e-05,0.24,5.66,35.33,-77.46,-83.28,-86.82,-92.15,-97.69,853.13,853.13,12.03,12.03,5.48,6279288.0,19000000.0,59.35,50.0,0.0,60.0,89.0,41.0,95.0,100.0,,,45895.0,15.0,15.0,0.0524,315.22,-0.6634553628773282,-0.6305135207998781,FALSE
Mothership,894.0,MSP,0.0054,1.56e-06,0.0,-0.25,-73.73,-92.22,-87.29,-87.14,-93.95,-96.19,752.95,752.95,0.0,0.0,140.0,200000000.0,,59.35,41.0,25.0,30.0,78.0,62.0,50.0,100.0,,,6547.0,18.0,18.0,,,,,TRUE
FLO,212.0,FLO,0.1116,1.409e-05,-1.31,-4.69,-1.12,23.41,48.13,204.02,133.06,132.51,16.85,16.85,158.66,158.66,150.992,150991843.0,160000000.0,59.3,,,50.0,85.0,59.0,5.0,70.0,40.0,40.0,92972.0,62.0,62.0,0.0262,3.99,-0.7652329749103942,-0.7632047477744808,FALSE
Zeepin,411.0,ZPT,0.0118,1.49e-06,-0.41,4.83,46.4,90.5,12.51,29.79,-42.21,-69.45,5.89,5.89,404.44,404.44,500.0,1000000000.0,,59.25,46.0,25.0,80.0,73.0,66.0,95.0,100.0,15.0,15.0,141258.0,12.0,12.0,0.0015,746.63,-0.8728813559322034,125.76230899830222,FALSE
Veros,1131.0,VRS,0.0072,9.1e-07,1.05,17.27,16.22,-26.58,-40.97,-49.19,-32.18,-75.58,218.37,218.37,9.83,9.83,30.376,79952700.0,,59.25,,,30.0,78.0,64.0,20.0,100.0,45.0,45.0,15457.0,26.0,26.0,0.0013,54.34,-0.8194444444444444,-0.7511562943627788,FALSE
TrezarCoin,945.0,TZC,0.0036,4.5e-07,-0.13,18.25,6.25,38.39,-8.1,14.76,-31.07,-52.0,552.05,552.05,277.79,277.79,155.258,167257800.0,400000000.0,59.25,,,30.0,93.0,34.0,70.0,100.0,70.0,70.0,505.0,16.0,16.0,0.0011,210.77,-0.6944444444444443,-0.6182048727470338,FALSE
Bitclave,1085.0,CAT,0.0005,7e-08,-0.79,-29.01,-9.15,-56.94,-48.22,-52.22,-78.56,-92.84,270.0,270.0,844.09,844.09,501.394,1597746125.0,,59.25,86.0,75.0,50.0,78.0,52.0,45.0,100.0,40.0,40.0,599.0,13.0,13.0,7.543e-05,37.82,-0.8491399999999999,-0.859925925925926,FALSE
Rublix,498.0,RBLX,0.1951,2.464e-05,-0.28,0.44,34.34,32.86,-2.39,-16.41,-26.06,9.78,4.06,4.06,23.42,23.42,20.781,100000000.0,,59.2,38.0,100.0,30.0,85.0,67.0,0.0,100.0,,,14700.0,9.0,9.0,0.1238,2.57,-0.36545361353152234,-0.3669950738916256,FALSE
ContentBox,416.0,BOX,0.0068,8.5e-07,-1.21,9.85,33.12,214.2,186.42,151.67,-29.68,-80.62,5.76,5.76,1.38,1.38,851.61,3000000000.0,,59.2,28.0,75.0,60.0,74.0,70.0,5.0,70.0,,,143635.0,7.0,7.0,0.0031,2.84,-0.5441176470588235,-0.5069444444444444,FALSE
VoteCoin,1413.0,VOT,0.0007,9e-08,-0.07,-6.57,71.32,11.36,-22.16,-42.97,-79.55,-91.09,37.64,37.64,211.26,211.26,54.908,54908375.0,220000000.0,59.2,,,10.0,98.0,28.0,0.0,100.0,90.0,90.0,23.0,14.0,14.0,0.0015,103.93,1.142857142857143,1.7611583421891606,FALSE
Egretia,264.0,EGT,0.0035,4.5e-07,1.19,-16.42,30.4,633.94,908.5,789.72,188.21,-57.52,12.44,12.44,1.53,1.53,3.529,8000000000.0,,59.15,63.0,75.0,80.0,61.0,70.0,0.0,100.0,30.0,30.0,943444.0,7.0,7.0,0.0018,7.76,-0.48571428571428577,-0.3762057877813505,FALSE
Ubcoin Market,1015.0,UBC,0.0011,1.4e-07,3.79,11.24,-9.72,-8.93,-51.1,-40.51,-67.25,-67.25,384.24,384.24,1.02,1.02,342.272,633837701.0,,59.15,100.0,100.0,50.0,76.0,54.0,5.0,100.0,40.0,40.0,13987.0,5.0,5.0,0.0009,315.84,-0.18181818181818188,-0.17801374141161783,FALSE
FUTURAX,1456.0,FTXT,7.71e-06,0.0,2.18,3.82,-25.2,-72.65,-87.44,-90.77,-96.25,-96.25,26.25,26.25,26.35,26.35,3.406,7076400718.0,,59.15,21.0,0.0,35.0,69.0,64.0,90.0,70.0,,,12005.0,5.0,5.0,9.7e-07,3.3,-0.874189364461738,-0.8742857142857142,FALSE
Crypto.com Chain,27.0,CRO,0.0647,8.16e-06,0.31,-5.8,-7.37,379.05,209.21,111.92,111.92,,378.04,378.04,1.48,1.48,5.847,100000000000.0,,59.1,52.0,25.0,40.0,55.0,85.0,25.0,100.0,,,774829.0,2.0,2.0,,,,,TRUE
BlockMason Credit Protocol,433.0,BCPT,0.0466,5.88e-06,-0.02,2.12,22.75,36.56,38.08,23.77,-58.05,-74.81,5.41,5.41,1.41,1.41,116.159,116158667.0,,59.1,83.0,75.0,50.0,63.0,62.0,45.0,100.0,40.0,40.0,1043962.0,16.0,16.0,0.027,3.13,-0.4206008583690988,-0.42144177449168213,FALSE
Bitcoiin,233.0,B2G,0.2906,3.669e-05,0.69,0.86,-23.03,1431.0,1431.0,,,,14.88,14.88,693.51,693.51,51.19,57606524.0,,59.05,,,30.0,93.0,63.0,70.0,100.0,25.0,25.0,655395.0,1.0,1.0,0.0004,19.76,-0.9986235375086029,0.32795698924731187,FALSE
Everus,231.0,EVR,0.0332,4.19e-06,-0.13,-28.3,14.53,10.65,198.52,192.21,69.73,8.68,15.17,15.17,2.61,2.61,457.121,1000000000.0,,59.05,45.0,50.0,30.0,78.0,60.0,45.0,100.0,,,35686.0,16.0,16.0,0.0379,17.33,0.14156626506024106,0.14238628872775203,FALSE
BridgeCoin,263.0,BCO,0.4608,5.817e-05,1.66,8.28,24.2,-3.69,-8.65,-33.0,-65.82,-62.05,12.44,12.44,4.82,4.82,27.0,27000000.0,27000000.0,59.05,,,50.0,88.0,63.0,70.0,100.0,20.0,20.0,6697.0,16.0,16.0,0.0002,5.51,-0.9995659722222223,-0.5570739549839229,FALSE
Exchange Union,1598.0,XUC,2.67,0.00033656,-0.33,-1.15,2.81,34.42,29.71,13.93,-32.52,-44.19,0.0,0.0,1.69,1.69,0.0,3000000000.0,,59.05,80.0,75.0,50.0,48.0,44.0,55.0,100.0,80.0,80.0,86931.0,15.0,15.0,1.5,0.0,-0.4382022471910112,1,FALSE
Pundi X NEM,741.0,NPXSXEM,0.0006,7e-08,0.51,-0.02,3.46,52.36,59.33,16.76,-29.2,-29.2,1.37,1.37,1.85,1.85,2.435,9000000000.0,106784637943.0,59.0,63.0,50.0,80.0,90.0,61.0,75.0,100.0,0.0,0.0,1449753.0,6.0,6.0,0.0001,2.79,-0.8333333333333333,1.0364963503649633,FALSE
White Standard,980.0,WSD,1.03,0.00013055,3.07,-3.26,18.83,2.07,4.23,13.88,0.12,0.12,454.37,454.37,65.17,65.17,439.402,439402.0,,59.0,40.0,25.0,35.0,80.0,65.0,20.0,100.0,,,5230.0,6.0,6.0,,,,,TRUE
Social,1147.0,SCL,0.0119,1.5e-06,-0.13,-31.67,-6.66,-70.01,-57.9,-65.67,-85.14,-93.29,198.1,198.1,58.94,58.94,16.714,16714020.0,16714020.0,58.95,57.0,0.0,30.0,68.0,59.0,95.0,100.0,,,94.0,17.0,17.0,0.0057,95.83,-0.5210084033613446,-0.5162544169611307,FALSE
Moneytoken,610.0,IMT,0.0003,3e-08,1.35,-14.01,15.45,-24.36,-17.01,-33.86,-74.34,-74.34,2.4,2.4,44.39,44.39,9.43,19155705310.0,,58.9,60.0,100.0,45.0,48.0,70.0,5.0,100.0,,,44364.0,5.0,5.0,0.0001,1.24,-0.6666666666666666,-0.48333333333333334,FALSE
ION,570.0,ION,0.2047,2.585e-05,-0.26,-3.8,12.79,-2.34,-5.36,-16.77,-59.73,-81.44,2.89,2.89,79.63,79.63,14.133,20033049.0,,58.9,83.0,0.0,50.0,88.0,43.0,55.0,100.0,55.0,55.0,63317.0,32.0,32.0,,,,,TRUE
BOXX Token [Blockparty],814.0,BOXX,0.045,1.304e-05,0.07,6.77,14.99,1.89,-3.42,-8.31,-75.58,-75.58,1.05,1.05,43.21,43.21,23.242,90000000.0,,58.9,30.0,75.0,20.0,71.0,70.0,25.0,100.0,,,70355.0,5.0,5.0,,,,,TRUE
Worldcore,1128.0,WRC,0.0013,1.6e-07,0.07,2.29,3.07,-56.76,-43.01,-57.61,-74.09,-91.76,223.2,223.2,828.8,828.8,178.103,245209299.0,,58.9,49.0,50.0,30.0,78.0,62.0,0.0,100.0,,,6388.0,14.0,14.0,0.0002,40.11,-0.846153846153846,-0.8202956989247311,FALSE
AB-CHAIN,1057.0,RTB,0.0162,4.68e-06,0.24,-2.07,1.78,-22.09,-47.44,-31.93,-34.94,-34.94,311.41,311.41,1.48,1.48,19.271,27855463.0,,58.9,69.0,100.0,30.0,48.0,62.0,50.0,100.0,,,3712.0,6.0,6.0,,,,,TRUE
BlitzPredict,918.0,XBP,0.0018,2.2e-07,-0.23,8.22,56.32,123.08,130.2,123.67,46.89,-54.28,657.13,657.13,30.4,30.4,370.57,950873123.0,,58.85,35.0,50.0,35.0,63.0,65.0,70.0,100.0,,,19529.0,10.0,10.0,0.0004,140.83,-0.7777777777777778,-0.7856892852251457,FALSE
Atomic Wallet Coin,1593.0,AWC,0.1606,2.027e-05,2.26,11.28,28.18,538.64,113.65,113.65,,,0.0,0.0,45.66,45.66,0.0,100000000.0,,58.85,29.0,50.0,50.0,80.0,51.0,95.0,100.0,,,429.0,1.0,1.0,0.072,435.1,-0.5516811955168119,1,FALSE
LUXCoin,653.0,LUX,0.3666,4.628e-05,-0.12,10.67,0.71,-33.02,-40.01,-41.84,-79.13,-90.18,2.03,2.03,13.41,13.41,5.536,7536349.0,60000000.0,58.8,48.0,0.0,35.0,82.0,55.0,75.0,100.0,,,6527.0,15.0,15.0,0.1524,1.03,-0.5842880523731587,-0.4926108374384236,FALSE
Education Ecosystem,739.0,LEDU,0.0063,8e-07,-0.28,5.98,49.86,172.15,94.83,26.52,-30.46,-54.85,1.38,1.38,5.93,5.93,217.79,362983094.0,,58.8,83.0,75.0,50.0,88.0,66.0,55.0,100.0,5.0,5.0,10374.0,11.0,11.0,0.0039,859.08,-0.380952380952381,621.5217391304349,FALSE
Nitro,1444.0,NOX,0.0013,1.6e-07,-0.22,-4.93,-21.08,-30.57,-45.57,-50.15,-38.46,-96.55,29.93,29.93,364.85,364.85,23.076,120000000.0,,58.8,41.0,100.0,35.0,83.0,55.0,25.0,100.0,,,446.0,13.0,13.0,0.0003,27.82,-0.7692307692307693,-0.07049782826595387,FALSE
Tripio,255.0,TRIO,0.0038,4.8e-07,0.55,-1.97,4.39,122.64,40.54,24.96,-24.04,-57.94,13.03,13.03,5.36,5.36,3.449,5000000000.0,,58.75,44.0,25.0,35.0,81.0,74.0,55.0,100.0,,,310536.0,9.0,9.0,0.0014,5.21,-0.6315789473684211,-0.600153491941673,FALSE
Sentinel Protocol,471.0,UPP,0.0151,1.91e-06,1.6,0.91,10.32,2.21,-7.62,-3.11,-45.83,-77.39,4.46,4.46,1.23,1.23,295.508,500000000.0,,58.75,86.0,25.0,50.0,76.0,70.0,75.0,100.0,15.0,15.0,1315826.0,8.0,8.0,0.0103,3.21,-0.31788079470198677,-0.2802690582959641,FALSE
Alt.Estate token,1203.0,ALT,0.0002,3e-08,-5.53,-51.22,-7.7,-17.54,-1.65,-26.41,-42.91,-42.91,155.07,155.07,392.26,392.26,724.181,1069639374.0,,58.75,39.0,50.0,35.0,82.0,59.0,20.0,100.0,,,5448.0,4.0,4.0,9.283e-05,67.22,-0.53585,-0.5665183465531696,FALSE
